                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    157,                0.93879,                 0.4267,                 1.0757,                0.98971,                0.96851,                0.98664,                0.71869,                 1.0828,                0.34907,                  1.157,              0.0069112,              0.0069112,              0.0069112
                    158,                0.94034,                0.42609,                   1.08,                0.98974,                0.96851,                0.98662,                0.71853,                  1.083,                 0.3496,                  1.157,              0.0068914,              0.0068914,              0.0068914
                    159,                 0.9384,                 0.4272,                 1.0787,                0.99007,                0.96851,                0.98662,                0.71934,                 1.0825,                0.34919,                  1.157,              0.0068716,              0.0068716,              0.0068716
                    160,                0.93676,                0.42464,                 1.0771,                0.98991,                0.96851,                0.98656,                0.71914,                 1.0825,                0.34907,                  1.157,              0.0068518,              0.0068518,              0.0068518
                    161,                0.94265,                0.42529,                 1.0804,                0.98951,                0.96851,                0.98652,                0.71951,                 1.0824,                0.34942,                 1.1568,               0.006832,               0.006832,               0.006832
                    162,                0.93911,                0.42344,                 1.0785,                0.98901,                0.96851,                 0.9865,                0.71982,                 1.0824,                0.34881,                 1.1571,              0.0068122,              0.0068122,              0.0068122
                    163,                0.93749,                0.42329,                 1.0777,                0.98984,                0.96947,                0.98693,                0.72069,                 1.0822,                0.34908,                 1.1573,              0.0067924,              0.0067924,              0.0067924
                    164,                0.94329,                0.42677,                  1.079,                0.98995,                0.96947,                0.98687,                0.72016,                  1.082,                0.34903,                 1.1571,              0.0067726,              0.0067726,              0.0067726
                    165,                0.93626,                0.42745,                 1.0805,                0.98987,                0.96947,                0.98688,                0.71994,                 1.0818,                0.34824,                 1.1566,              0.0067528,              0.0067528,              0.0067528
                    166,                0.94026,                0.42909,                 1.0784,                0.98997,                0.96947,                0.98689,                0.71988,                 1.0817,                0.34948,                 1.1568,               0.006733,               0.006733,               0.006733
                    167,                0.89398,                0.39809,                 1.0595,                0.99007,                0.96947,                0.98685,                0.72119,                 1.0815,                0.35032,                  1.157,              0.0067132,              0.0067132,              0.0067132
                    168,                0.91396,                0.41003,                  1.069,                0.99007,                0.96947,                0.98688,                0.72114,                 1.0816,                0.34924,                 1.1575,              0.0066934,              0.0066934,              0.0066934
                    169,                0.91544,                0.41272,                 1.0677,                0.99025,                0.96913,                0.98685,                0.72032,                 1.0814,                0.34863,                 1.1577,              0.0066736,              0.0066736,              0.0066736
                    170,                0.92269,                0.41648,                  1.071,                0.99028,                0.96851,                0.98687,                 0.7213,                 1.0818,                0.34868,                 1.1581,              0.0066538,              0.0066538,              0.0066538
                    171,                0.92163,                 0.4172,                 1.0744,                0.99122,                0.96907,                0.98689,                0.72108,                 1.0811,                0.34908,                 1.1574,               0.006634,               0.006634,               0.006634
                    172,                0.92334,                0.41491,                 1.0701,                0.99122,                0.96905,                0.98692,                0.72158,                 1.0816,                0.34887,                  1.158,              0.0066142,              0.0066142,              0.0066142
                    173,                0.92714,                0.42108,                 1.0721,                0.99025,                0.96867,                0.98694,                0.72166,                 1.0813,                  0.349,                 1.1574,              0.0065944,              0.0065944,              0.0065944
                    174,                 0.9264,                0.41958,                 1.0738,                0.98939,                0.96947,                 0.9869,                0.72132,                 1.0819,                 0.3485,                  1.158,              0.0065746,              0.0065746,              0.0065746
                    175,                0.92978,                0.41706,                 1.0741,                0.98832,                 0.9689,                0.98639,                0.72084,                 1.0817,                0.34907,                 1.1576,              0.0065548,              0.0065548,              0.0065548
                    176,                0.92765,                0.42108,                  1.072,                0.98832,                 0.9689,                0.98639,                0.71935,                 1.0812,                0.34799,                 1.1575,               0.006535,               0.006535,               0.006535
                    177,                0.92766,                0.42009,                 1.0741,                0.98832,                0.96923,                0.98643,                0.72123,                 1.0811,                0.34822,                 1.1573,              0.0065152,              0.0065152,              0.0065152
                    178,                0.93106,                0.42092,                 1.0766,                0.98832,                0.96919,                0.98649,                0.71928,                 1.0813,                0.34789,                 1.1574,              0.0064954,              0.0064954,              0.0064954
                    179,                0.92911,                0.42116,                 1.0718,                0.98832,                0.96906,                0.98648,                0.71921,                 1.0811,                0.34792,                 1.1574,              0.0064756,              0.0064756,              0.0064756
                    180,                0.93041,                0.42019,                 1.0763,                0.98832,                0.96917,                 0.9865,                0.71952,                 1.0811,                0.34727,                 1.1577,              0.0064558,              0.0064558,              0.0064558
                    181,                0.92904,                 0.4209,                 1.0725,                0.98832,                0.96922,                0.98653,                0.71916,                 1.0806,                0.34706,                 1.1574,               0.006436,               0.006436,               0.006436
                    182,                0.92737,                0.41919,                 1.0721,                0.98832,                0.96871,                0.98651,                0.71941,                 1.0803,                0.34681,                 1.1576,              0.0064162,              0.0064162,              0.0064162
                    183,                0.92499,                0.41885,                 1.0719,                0.98832,                0.96888,                0.98652,                0.71958,                   1.08,                0.34706,                 1.1572,              0.0063964,              0.0063964,              0.0063964
                    184,                0.92772,                0.41808,                 1.0745,                0.98832,                0.96856,                0.98655,                0.71918,                 1.0809,                0.34614,                 1.1584,              0.0063766,              0.0063766,              0.0063766
                    185,                0.92745,                0.42165,                 1.0701,                0.98862,                0.96851,                0.98657,                0.72014,                 1.0799,                0.34669,                 1.1578,              0.0063568,              0.0063568,              0.0063568
                    186,                0.92286,                0.41684,                  1.069,                0.98855,                0.96851,                 0.9865,                0.71934,                 1.0805,                0.34735,                 1.1582,               0.006337,               0.006337,               0.006337
                    187,                0.92899,                0.41895,                 1.0724,                0.98928,                0.96842,                0.98649,                   0.72,                   1.08,                0.34799,                 1.1581,              0.0063172,              0.0063172,              0.0063172
                    188,                0.92666,                0.41893,                 1.0711,                0.98928,                0.96838,                 0.9865,                 0.7207,                 1.0802,                0.34775,                  1.158,              0.0062974,              0.0062974,              0.0062974
                    189,                0.92562,                0.41685,                  1.069,                0.98928,                0.96838,                0.98678,                0.72104,                 1.0808,                0.34747,                  1.158,              0.0062776,              0.0062776,              0.0062776
                    190,                0.93075,                0.42154,                 1.0712,                0.99025,                0.96923,                 0.9873,                0.72104,                  1.081,                0.34784,                 1.1581,              0.0062578,              0.0062578,              0.0062578
                    191,                 0.9258,                0.41882,                 1.0728,                0.99025,                0.96919,                0.98725,                0.71984,                 1.0813,                0.34755,                 1.1584,               0.006238,               0.006238,               0.006238
                    192,                0.92772,                0.41946,                 1.0731,                0.99025,                0.96915,                0.98727,                0.72139,                 1.0813,                0.34747,                 1.1585,              0.0062182,              0.0062182,              0.0062182
                    193,                0.92835,                0.41694,                 1.0729,                0.99025,                0.96915,                0.98724,                 0.7215,                 1.0816,                0.34694,                 1.1584,              0.0061984,              0.0061984,              0.0061984
                    194,                0.92342,                0.41663,                 1.0713,                0.99025,                0.96914,                0.98725,                0.72188,                 1.0814,                0.34712,                 1.1585,              0.0061786,              0.0061786,              0.0061786
                    195,                0.92217,                0.41701,                 1.0673,                0.99025,                0.96909,                0.98725,                0.72155,                 1.0821,                0.34703,                 1.1585,              0.0061588,              0.0061588,              0.0061588
                    196,                0.92081,                0.41157,                 1.0679,                0.99025,                0.96902,                0.98725,                0.72195,                 1.0822,                0.34713,                 1.1589,               0.006139,               0.006139,               0.006139
                    197,                0.92479,                0.41624,                  1.071,                0.99025,                0.96899,                0.98722,                0.72061,                 1.0828,                0.34666,                 1.1593,              0.0061192,              0.0061192,              0.0061192
                    198,                  0.922,                0.41549,                 1.0678,                0.98947,                0.96851,                0.98725,                0.72167,                  1.083,                0.34657,                 1.1596,              0.0060994,              0.0060994,              0.0060994
                    199,                 0.9233,                 0.4175,                 1.0696,                0.98928,                0.96862,                0.98724,                0.72119,                 1.0837,                 0.3467,                 1.1598,              0.0060796,              0.0060796,              0.0060796
                    200,                0.92328,                0.41721,                 1.0698,                0.98928,                 0.9686,                0.98728,                0.72116,                 1.0835,                0.34613,                 1.1596,              0.0060598,              0.0060598,              0.0060598
                    201,                0.91881,                0.41474,                 1.0685,                0.98891,                0.96851,                0.98725,                0.72129,                 1.0844,                 0.3462,                 1.1597,                0.00604,                0.00604,                0.00604
                    202,                0.91599,                0.41159,                 1.0669,                0.98807,                0.96851,                0.98822,                0.72116,                 1.0846,                0.34613,                   1.16,              0.0060202,              0.0060202,              0.0060202
                    203,                0.91901,                0.41577,                 1.0667,                0.98829,                0.96851,                0.98789,                0.72162,                 1.0839,                0.34605,                 1.1596,              0.0060004,              0.0060004,              0.0060004
                    204,                0.91962,                0.41369,                 1.0673,                0.98928,                0.96834,                0.98808,                0.72186,                 1.0838,                0.34667,                 1.1598,              0.0059806,              0.0059806,              0.0059806
                    205,                0.91484,                0.41348,                 1.0652,                0.98802,                0.96851,                0.98805,                0.72115,                  1.084,                 0.3462,                 1.1599,              0.0059608,              0.0059608,              0.0059608
                    206,                0.91544,                0.41482,                 1.0673,                0.98828,                0.96851,                0.98827,                0.72028,                 1.0843,                 0.3455,                   1.16,               0.005941,               0.005941,               0.005941
                    207,                0.92108,                0.41612,                 1.0692,                0.98827,                0.96851,                0.98806,                  0.721,                 1.0846,                0.34569,                 1.1602,              0.0059212,              0.0059212,              0.0059212
                    208,                0.91391,                0.41393,                 1.0672,                0.98832,                0.96756,                0.98687,                0.72091,                 1.0843,                 0.3464,                   1.16,              0.0059014,              0.0059014,              0.0059014
                    209,                0.91456,                0.41397,                 1.0655,                0.98892,                0.96851,                0.98713,                0.72095,                 1.0842,                0.34631,                   1.16,              0.0058816,              0.0058816,              0.0058816
                    210,                0.91386,                0.41217,                  1.064,                0.98839,                0.96851,                0.98709,                0.72111,                 1.0844,                0.34629,                 1.1601,              0.0058618,              0.0058618,              0.0058618
                    211,                 0.9167,                0.41251,                 1.0648,                0.98721,                0.96851,                0.98708,                0.72109,                 1.0847,                0.34641,                   1.16,               0.005842,               0.005842,               0.005842
                    212,                0.91811,                0.41541,                 1.0696,                0.98671,                0.96851,                0.98703,                 0.7217,                 1.0852,                0.34639,                 1.1604,              0.0058222,              0.0058222,              0.0058222
                    213,                0.91573,                0.41413,                 1.0669,                0.98697,                0.96756,                0.98704,                0.72114,                 1.0856,                0.34675,                 1.1604,              0.0058024,              0.0058024,              0.0058024
                    214,                0.91109,                0.41064,                 1.0613,                 0.9872,                0.96851,                0.98683,                 0.7208,                 1.0858,                 0.3464,                 1.1604,              0.0057826,              0.0057826,              0.0057826
                    215,                0.90637,                0.40755,                 1.0644,                0.98857,                0.96947,                0.98711,                 0.7208,                 1.0856,                0.34684,                 1.1602,              0.0057628,              0.0057628,              0.0057628
                    216,                0.91336,                0.41262,                 1.0621,                0.98929,                0.96961,                0.98711,                0.72051,                 1.0855,                 0.3468,                 1.1601,               0.005743,               0.005743,               0.005743
                    217,                0.91204,                0.41181,                 1.0643,                 0.9893,                0.97015,                0.98712,                0.72132,                 1.0848,                0.34702,                 1.1588,              0.0057232,              0.0057232,              0.0057232
                    218,                0.91079,                0.40868,                 1.0617,                 0.9893,                0.97023,                 0.9871,                0.72027,                 1.0852,                0.34655,                 1.1587,              0.0057034,              0.0057034,              0.0057034
                    219,                0.90956,                0.40812,                 1.0613,                 0.9893,                0.97038,                 0.9871,                0.72017,                 1.0856,                0.34707,                 1.1587,              0.0056836,              0.0056836,              0.0056836
                    220,                0.91272,                0.41534,                 1.0647,                0.98932,                0.97257,                0.98708,                0.72007,                 1.0861,                0.34698,                 1.1592,              0.0056638,              0.0056638,              0.0056638
                    221,                0.90811,                0.41105,                 1.0621,                 0.9893,                0.97088,                0.98705,                0.72044,                 1.0875,                0.34705,                 1.1604,               0.005644,               0.005644,               0.005644
                    222,                0.90675,                0.40938,                 1.0636,                0.98835,                0.97151,                0.98705,                 0.7203,                 1.0876,                0.34634,                 1.1603,              0.0056242,              0.0056242,              0.0056242
                    223,                0.91038,                0.40976,                 1.0639,                0.98736,                0.97233,                0.98704,                0.72071,                 1.0876,                0.34719,                 1.1599,              0.0056044,              0.0056044,              0.0056044
                    224,                0.90434,                0.40725,                  1.059,                0.98836,                0.97191,                0.98699,                 0.7209,                 1.0871,                0.34754,                 1.1594,              0.0055846,              0.0055846,              0.0055846
                    225,                0.90633,                0.40793,                 1.0625,                0.98836,                0.97188,                0.98696,                0.72008,                 1.0871,                0.34792,                 1.1598,              0.0055648,              0.0055648,              0.0055648
                    226,                0.90199,                0.40664,                 1.0625,                 0.9877,                0.97137,                0.98693,                0.72005,                 1.0866,                0.34731,                 1.1595,               0.005545,               0.005545,               0.005545
                    227,                0.90149,                0.40795,                 1.0577,                0.98644,                0.97186,                0.98691,                0.71921,                 1.0866,                 0.3472,                 1.1597,              0.0055252,              0.0055252,              0.0055252
                    228,                0.90256,                0.40697,                 1.0605,                0.98645,                0.97233,                0.98695,                0.71823,                 1.0866,                0.34666,                 1.1599,              0.0055054,              0.0055054,              0.0055054
                    229,                0.90081,                0.40129,                 1.0618,                0.98788,                0.97233,                0.98693,                0.71841,                 1.0865,                 0.3465,                 1.1601,              0.0054856,              0.0054856,              0.0054856
                    230,                0.90304,                0.40675,                 1.0609,                0.98837,                0.97276,                0.98693,                0.71883,                 1.0865,                0.34674,                 1.1604,              0.0054658,              0.0054658,              0.0054658
                    231,                0.89797,                0.40735,                 1.0579,                 0.9874,                0.97243,                0.98698,                 0.7191,                 1.0867,                0.34656,                 1.1606,               0.005446,               0.005446,               0.005446
                    232,                0.90049,                0.40544,                 1.0571,                0.98762,                0.97233,                0.98696,                0.71834,                 1.0861,                0.34698,                 1.1605,              0.0054262,              0.0054262,              0.0054262
                    233,                0.89821,                0.40425,                 1.0553,                0.98836,                 0.9724,                0.98691,                 0.7172,                 1.0862,                0.34677,                 1.1606,              0.0054064,              0.0054064,              0.0054064
                    234,                0.90472,                0.40389,                 1.0582,                0.98837,                0.97288,                0.98689,                0.71787,                 1.0853,                0.34752,                 1.1596,              0.0053866,              0.0053866,              0.0053866
                    235,                 0.8941,                0.40154,                 1.0568,                0.98876,                0.97233,                0.98688,                0.71837,                 1.0854,                0.34726,                 1.1601,              0.0053668,              0.0053668,              0.0053668
                    236,                 0.9018,                0.40452,                 1.0588,                0.98932,                0.97264,                0.98688,                0.71769,                 1.0857,                0.34813,                 1.1604,               0.005347,               0.005347,               0.005347
                    237,                0.89638,                0.40279,                 1.0538,                0.98887,                0.97233,                0.98685,                0.71693,                 1.0858,                0.34809,                 1.1606,              0.0053272,              0.0053272,              0.0053272
                    238,                0.89757,                0.40057,                 1.0573,                0.98842,                0.97233,                0.98684,                0.71697,                 1.0861,                0.34772,                 1.1611,              0.0053074,              0.0053074,              0.0053074
                    239,                0.89863,                0.40496,                 1.0564,                0.98836,                 0.9726,                0.98681,                0.71571,                  1.086,                0.34729,                 1.1613,              0.0052876,              0.0052876,              0.0052876
                    240,                0.89845,                0.40308,                  1.054,                0.98835,                0.97168,                0.98676,                0.71585,                 1.0864,                0.34799,                 1.1616,              0.0052678,              0.0052678,              0.0052678
                    241,                0.89786,                0.40426,                 1.0533,                0.98835,                0.97162,                 0.9868,                0.71461,                 1.0862,                 0.3484,                 1.1615,               0.005248,               0.005248,               0.005248
                    242,                0.89543,                0.40348,                 1.0523,                0.98835,                0.97167,                 0.9868,                0.71613,                 1.0866,                 0.3477,                 1.1615,              0.0052282,              0.0052282,              0.0052282
                    243,                0.89597,                0.40388,                 1.0548,                0.98835,                 0.9716,                0.98682,                0.71642,                 1.0861,                0.34815,                 1.1613,              0.0052084,              0.0052084,              0.0052084
                    244,                0.89543,                0.40242,                 1.0542,                0.98785,                0.97328,                0.98681,                0.71834,                 1.0871,                0.34724,                 1.1625,              0.0051886,              0.0051886,              0.0051886
                    245,                0.89027,                0.40012,                 1.0522,                0.98766,                0.97328,                0.98681,                0.71835,                 1.0871,                0.34789,                 1.1624,              0.0051688,              0.0051688,              0.0051688
                    246,                0.89464,                0.40385,                 1.0563,                0.98781,                0.97328,                0.98678,                0.71776,                 1.0879,                0.34741,                 1.1633,               0.005149,               0.005149,               0.005149
                    247,                0.89643,                0.40061,                 1.0528,                0.98837,                0.97315,                 0.9868,                0.71755,                 1.0873,                0.34814,                 1.1631,              0.0051292,              0.0051292,              0.0051292
                    248,                0.88913,                0.39917,                 1.0509,                0.98738,                 0.9707,                0.98641,                0.71572,                  1.087,                0.34778,                 1.1623,              0.0051094,              0.0051094,              0.0051094
                    249,                0.89175,                0.40007,                 1.0521,                0.98738,                0.97066,                0.98637,                0.71593,                 1.0871,                0.34794,                 1.1625,              0.0050896,              0.0050896,              0.0050896
                    250,                 0.8936,                0.40092,                 1.0577,                0.98641,                0.96981,                 0.9857,                0.71616,                 1.0879,                0.34882,                 1.1635,              0.0050698,              0.0050698,              0.0050698
                    251,                0.89111,                0.40032,                 1.0565,                0.98609,                0.96947,                0.98561,                0.71593,                 1.0883,                0.34867,                 1.1641,                0.00505,                0.00505,                0.00505
                    252,                0.88828,                0.39777,                  1.051,                0.98546,                0.96977,                0.98558,                0.71642,                 1.0886,                0.34866,                 1.1646,              0.0050302,              0.0050302,              0.0050302
                    253,                0.88455,                0.39961,                 1.0488,                0.98642,                0.97069,                0.98648,                0.71661,                 1.0883,                 0.3481,                 1.1651,              0.0050104,              0.0050104,              0.0050104
                    254,                0.88443,                0.39733,                 1.0502,                0.98643,                0.97094,                0.98648,                0.71684,                 1.0874,                0.34891,                 1.1638,              0.0049906,              0.0049906,              0.0049906
                    255,                0.88636,                0.40053,                 1.0539,                0.98643,                0.97073,                0.98648,                 0.7161,                 1.0874,                0.34931,                 1.1637,              0.0049708,              0.0049708,              0.0049708
                    256,                0.88319,                0.39812,                 1.0519,                0.98545,                 0.9693,                0.98608,                 0.7169,                 1.0876,                0.34982,                 1.1638,               0.004951,               0.004951,               0.004951
                    257,                0.88644,                0.39978,                 1.0496,                0.98543,                0.96803,                0.98605,                0.71733,                 1.0879,                0.34997,                 1.1643,              0.0049312,              0.0049312,              0.0049312
                    258,                0.88623,                0.39793,                 1.0499,                 0.9864,                0.96918,                0.98648,                0.71537,                 1.0883,                0.34972,                 1.1644,              0.0049114,              0.0049114,              0.0049114
                    259,                0.88037,                0.39643,                 1.0469,                0.98641,                0.96937,                 0.9865,                0.71585,                 1.0881,                0.34937,                 1.1648,              0.0048916,              0.0048916,              0.0048916
                    260,                0.88162,                0.39608,                 1.0499,                0.98641,                0.96997,                0.98655,                0.71557,                 1.0888,                 0.3486,                 1.1652,              0.0048718,              0.0048718,              0.0048718
                    261,                0.88746,                0.39913,                 1.0535,                0.98641,                 0.9699,                0.98657,                0.71459,                 1.0893,                0.34883,                 1.1658,               0.004852,               0.004852,               0.004852
                    262,                0.88201,                0.39461,                 1.0515,                0.98642,                0.97017,                0.98663,                0.71413,                 1.0893,                0.34905,                 1.1662,              0.0048322,              0.0048322,              0.0048322
                    263,                0.88094,                 0.3939,                 1.0512,                0.98643,                0.97138,                0.98667,                0.71515,                 1.0891,                0.34843,                  1.166,              0.0048124,              0.0048124,              0.0048124
                    264,                0.88242,                0.39554,                 1.0494,                0.98643,                0.97075,                 0.9867,                0.71547,                  1.089,                0.34868,                 1.1664,              0.0047926,              0.0047926,              0.0047926
                    265,                0.88034,                0.39279,                 1.0491,                0.98733,                0.97042,                0.98672,                0.71571,                 1.0892,                0.34854,                 1.1668,              0.0047728,              0.0047728,              0.0047728
                    266,                0.88037,                0.39619,                 1.0496,                0.98739,                0.97093,                0.98672,                0.71565,                 1.0897,                 0.3488,                 1.1672,               0.004753,               0.004753,               0.004753
                    267,                0.87645,                0.39383,                  1.049,                0.98739,                0.97142,                0.98669,                0.71549,                 1.0897,                0.34845,                 1.1673,              0.0047332,              0.0047332,              0.0047332
                    268,                0.87686,                0.39395,                 1.0464,                0.98739,                 0.9715,                0.98667,                0.71564,                 1.0891,                0.34792,                 1.1674,              0.0047134,              0.0047134,              0.0047134
                    269,                0.87999,                0.39432,                 1.0471,                0.98739,                0.97161,                0.98672,                 0.7164,                 1.0892,                0.34777,                 1.1677,              0.0046936,              0.0046936,              0.0046936
                    270,                0.87706,                0.39661,                 1.0491,                 0.9874,                0.97171,                0.98672,                0.71536,                 1.0897,                0.34815,                 1.1682,              0.0046738,              0.0046738,              0.0046738
                    271,                0.87816,                0.39465,                 1.0463,                0.98702,                0.97137,                0.98668,                0.71571,                   1.09,                0.34805,                 1.1687,               0.004654,               0.004654,               0.004654
                    272,                0.87279,                0.39357,                 1.0485,                 0.9874,                0.97178,                0.98663,                0.71467,                 1.0906,                0.34866,                 1.1695,              0.0046342,              0.0046342,              0.0046342
                    273,                0.87194,                0.39189,                 1.0446,                 0.9874,                0.97221,                0.98665,                0.71552,                 1.0911,                0.34862,                 1.1699,              0.0046144,              0.0046144,              0.0046144
                    274,                 0.8755,                0.39512,                 1.0479,                 0.9874,                0.97218,                0.98669,                0.71481,                 1.0912,                0.34913,                 1.1702,              0.0045946,              0.0045946,              0.0045946
                    275,                0.87191,                0.38956,                 1.0472,                0.98748,                0.97042,                0.98669,                0.71494,                 1.0918,                0.34914,                 1.1705,              0.0045748,              0.0045748,              0.0045748
                    276,                0.87372,                0.39439,                 1.0454,                0.98835,                0.97137,                0.98672,                 0.7141,                 1.0923,                0.34946,                  1.171,               0.004555,               0.004555,               0.004555
                    277,                0.87438,                0.39029,                 1.0432,                0.98834,                0.97084,                0.98675,                0.71415,                 1.0923,                 0.3492,                 1.1711,              0.0045352,              0.0045352,              0.0045352
                    278,                 0.8691,                0.38983,                 1.0454,                0.98865,                0.97042,                0.98682,                0.71399,                 1.0928,                 0.3491,                 1.1711,              0.0045154,              0.0045154,              0.0045154
                    279,                0.87205,                0.39145,                 1.0442,                0.98853,                0.97042,                 0.9868,                0.71342,                 1.0934,                 0.3481,                 1.1715,              0.0044956,              0.0044956,              0.0044956
                    280,                0.87065,                0.39029,                 1.0466,                0.98844,                0.96947,                0.98678,                0.71239,                  1.094,                0.34908,                 1.1717,              0.0044758,              0.0044758,              0.0044758
                    281,                0.86893,                  0.388,                 1.0436,                0.98834,                0.97023,                0.98673,                0.71261,                 1.0931,                0.34971,                 1.1706,               0.004456,               0.004456,               0.004456
                    282,                0.86415,                0.38672,                 1.0434,                0.98833,                 0.9698,                0.98673,                 0.7115,                 1.0936,                0.34969,                  1.171,              0.0044362,              0.0044362,              0.0044362
                    283,                0.83794,                0.37042,                 1.0311,                0.98831,                0.96831,                0.98678,                0.71196,                 1.0935,                0.35007,                 1.1714,              0.0044164,              0.0044164,              0.0044164
                    284,                0.85255,                0.37772,                 1.0374,                0.98831,                0.96764,                 0.9868,                0.71248,                 1.0938,                0.34935,                 1.1725,              0.0043966,              0.0043966,              0.0043966
                    285,                0.85269,                0.37919,                  1.036,                0.98833,                0.96952,                0.98682,                0.71281,                 1.0941,                0.34835,                 1.1727,              0.0043768,              0.0043768,              0.0043768
                    286,                0.85853,                0.38213,                  1.038,                0.98734,                0.96768,                0.98626,                0.71409,                 1.0939,                0.34824,                 1.1727,               0.004357,               0.004357,               0.004357
                    287,                 0.8552,                0.37953,                 1.0399,                0.98831,                0.96841,                0.98618,                0.71326,                 1.0935,                0.34838,                 1.1726,              0.0043372,              0.0043372,              0.0043372
                    288,                0.85601,                0.37845,                 1.0376,                 0.9883,                0.96754,                0.98626,                0.71344,                 1.0933,                0.34835,                 1.1726,              0.0043174,              0.0043174,              0.0043174
                    289,                0.85999,                0.38353,                 1.0402,                 0.9883,                0.96745,                0.98622,                0.71378,                  1.093,                 0.3484,                 1.1727,              0.0042976,              0.0042976,              0.0042976
                    290,                0.85763,                0.38246,                  1.039,                0.98811,                0.96756,                0.98619,                0.71382,                 1.0927,                0.34822,                 1.1724,              0.0042778,              0.0042778,              0.0042778
                    291,                0.86215,                0.38205,                 1.0378,                0.98776,                0.96851,                0.98621,                0.71348,                 1.0922,                0.34827,                 1.1725,               0.004258,               0.004258,               0.004258
                    292,                0.85706,                0.38418,                 1.0345,                0.98735,                0.96853,                0.98625,                0.71269,                 1.0922,                0.34754,                 1.1724,              0.0042382,              0.0042382,              0.0042382
                    293,                 0.8583,                0.38189,                 1.0383,                0.98737,                0.96942,                0.98628,                0.71226,                 1.0919,                0.34737,                 1.1721,              0.0042184,              0.0042184,              0.0042184
                    294,                 0.8576,                0.38245,                 1.0392,                0.98639,                0.96947,                0.98606,                0.71321,                 1.0919,                0.34727,                 1.1721,              0.0041986,              0.0041986,              0.0041986
                    295,                0.85767,                0.38486,                 1.0383,                0.98576,                0.96947,                0.98625,                0.71349,                 1.0918,                0.34748,                 1.1721,              0.0041788,              0.0041788,              0.0041788
                    296,                0.85928,                0.38391,                 1.0414,                 0.9858,                0.96947,                0.98626,                0.71299,                 1.0915,                0.34687,                 1.1719,               0.004159,               0.004159,               0.004159
                    297,                0.85598,                0.38171,                  1.036,                 0.9861,                0.96947,                0.98627,                0.71271,                 1.0915,                0.34667,                 1.1721,              0.0041392,              0.0041392,              0.0041392
                    298,                  0.855,                0.38049,                 1.0331,                 0.9864,                0.96888,                0.98621,                0.71303,                 1.0911,                0.34676,                 1.1722,              0.0041194,              0.0041194,              0.0041194
                    299,                0.85517,                0.38164,                 1.0349,                0.98665,                0.96851,                0.98616,                0.71314,                 1.0912,                0.34725,                 1.1721,              0.0040996,              0.0040996,              0.0040996
                    300,                0.85476,                0.38095,                 1.0351,                0.98737,                0.96957,                0.98654,                0.71337,                 1.0911,                0.34728,                 1.1721,              0.0040798,              0.0040798,              0.0040798
                    301,                0.85323,                 0.3802,                 1.0351,                0.98737,                0.96956,                0.98655,                0.71333,                 1.0912,                0.34748,                 1.1722,                0.00406,                0.00406,                0.00406
                    302,                0.84924,                0.37774,                 1.0339,                0.98737,                 0.9695,                0.98656,                0.71299,                 1.0917,                0.34768,                 1.1726,              0.0040402,              0.0040402,              0.0040402
                    303,                0.85409,                0.38175,                 1.0353,                0.98636,                0.96851,                0.98608,                 0.7128,                 1.0915,                0.34813,                 1.1727,              0.0040204,              0.0040204,              0.0040204
                    304,                0.85336,                0.37847,                 1.0343,                0.98735,                0.96851,                0.98609,                0.71311,                 1.0919,                0.34781,                 1.1727,              0.0040006,              0.0040006,              0.0040006
                    305,                0.84924,                0.37763,                 1.0326,                 0.9873,                0.96947,                0.98664,                0.71299,                 1.0919,                0.34854,                 1.1725,              0.0039808,              0.0039808,              0.0039808
                    306,                 0.8558,                0.38237,                 1.0355,                0.98712,                0.96947,                0.98663,                0.71279,                 1.0919,                0.34866,                 1.1725,               0.003961,               0.003961,               0.003961
                    307,                0.84993,                0.37912,                 1.0337,                0.98679,                0.96947,                0.98667,                0.71232,                 1.0921,                0.34877,                 1.1723,              0.0039412,              0.0039412,              0.0039412
                    308,                 0.8545,                0.38195,                 1.0326,                0.98737,                0.97009,                0.98667,                0.71235,                 1.0919,                0.34889,                 1.1723,              0.0039214,              0.0039214,              0.0039214
                    309,                0.85078,                0.37751,                 1.0345,                0.98734,                0.96947,                0.98634,                0.71154,                 1.0927,                0.34916,                 1.1725,              0.0039016,              0.0039016,              0.0039016
                    310,                0.84598,                0.37598,                 1.0346,                0.98584,                0.96756,                0.98585,                 0.7109,                 1.0931,                0.34899,                  1.173,              0.0038818,              0.0038818,              0.0038818
                    311,                 0.8485,                0.37801,                  1.034,                0.98558,                0.96756,                0.98581,                0.71087,                 1.0928,                0.34901,                  1.173,               0.003862,               0.003862,               0.003862
                    312,                0.84595,                0.37472,                 1.0309,                0.98556,                0.96756,                 0.9858,                0.71086,                 1.0928,                0.34973,                 1.1732,              0.0038422,              0.0038422,              0.0038422
                    313,                0.84417,                0.37612,                 1.0293,                0.98558,                 0.9666,                0.98579,                0.71198,                  1.093,                0.34939,                 1.1737,              0.0038224,              0.0038224,              0.0038224
